id,notes,original_zip,match,match_kind,state_code,county_code,tract_code,block_code,Rental Relief Fund: How much rent do you owe due to COVID-19,Rental Relief Fund: How much do you owe on utilities listed?,Rental Relief Fund: Total Monthly Income all sources,Rental Relief Gap,Months of Assistance Awarded,Date of Final Decision,Utility Payments - Amount obtained (),Future Stipend - Amount obtained (),Rental Arrears - Amount obtained (),Moving Costs - Amount obtained (),Total RRF Award
164191,,2136,Match,Non_Exact,25,25,100100,4000,400,0,0,400,March-21; April-21; May-21; June-21,,,,5382,,5382
164192,,2114,Match,Non_Exact,25,25,91400,1004,6390,2301.93,776,8691.93,November-20; December-20; January-21; February-21; March-21; April-21; May-21,,1500,,13238,,14738
164194,,2131,Match,Non_Exact,25,25,20305,1004,7659,623.71,400,8282.71,May-21; June-21; July-21; August-21,8/11/2021,,,15000,,15000
164195,,2124,Match,Non_Exact,25,25,50101,1002,0,0,2400,0,September-21; October-21; November-21; December-21,9/6/2021,,3285,,2590,5875
164196,,2119,Match,Non_Exact,25,25,110401,2011,600,0,529,600,January-21; February-21; March-21; April-21; May-21,,,,800,,800
164197,,2210,Match,Non_Exact,25,25,81301,2008,889,1416,794,2305,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21,,1416.18,,1033,,2449.18
164198,,2124,Match,Exact,25,25,100400,3002,15240,0,0,15240,June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,6/30/2021,,0,15000,,15000
164199,,2111,Match,Non_Exact,25,25,60603,1007,0,268177,202,268177,June-21; July-21; August-21; September-21; October-21; November-21; December-21,,282.37,,8069,,8351.37
164202,,2130,Match,Non_Exact,25,25,92000,4007,1400,342,988,1742,July-21; August-21,8/10/2021,281.5,0,1400,,1681.5
164203,,2130,Tie,,,,81101,2000,0,57.39,0,57.39,July-21; August-21; September-21; October-21; November-21; December-21,7/13/2021,87.63,3820,,,3907.63
164204,,2136,Match,Non_Exact,25,25,81700,3008,0,1800,3500,1800,June-21; July-21; August-21; September-21; October-21; November-21; December-21,,,,13974,,13974
164205,,2136,Match,Exact,25,25,140300,1003,2752,175,0,2927,June-21; July-21; August-21; September-21; October-21,7/24/2021,174.56,6878,2750,,9802.56
164206,,2125,Match,Non_Exact,25,25,100800,4011,5146,394.56,1276,5540.56,April-21; May-21; June-21; July-21,,394.56,,5146,,5540.56
164207,,2124,Match,Non_Exact,25,25,90300,3001,4676,224.01,1000,4900.01,March-20; April-20; May-20; June-20,,244.01,4499,5827,,10570.01
164208,,2129,Match,Non_Exact,25,25,90700,1008,8000,1800,1300,9800,December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,8/10/2021,1406.41,0,9000,,10406.41
164209,,2121,Match,Non_Exact,25,25,81101,1000,7600,0,2091,7600,April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21,8/28/2021,,3585,7600,,11185
164210,,2125,Match,Non_Exact,25,25,100500,4004,6000,0,2100,6000,May-21; June-21; July-21; August-21; September-21; October-21,,,,7350,,7350
164211,,2125,No_Match,,,,90700,4005,14855,0,3000,14855,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21,7/27/2021,0,15000,,0,15000
164212,,2124,Match,Non_Exact,25,25,50500,1001,7200,0,2000,7200,March-20; April-20; May-20; July-20,,,5101,9794,,14895
164213,,2121,Match,Non_Exact,25,25,101002,2014,2000,1711.49,724,3711.49,July-21; August-21; September-21; October-21,8/2/2021,1499.48,5249.4,2000,,8748.88
164214,,2210,Match,Non_Exact,25,25,82100,2002,1623,0,252,1623,June-20; July-20; August-20; June-21; July-21,7/29/2021,,,2616,,4262
164215,,2135,Match,Non_Exact,25,25,100400,2006,14300,0,4000,14300,August-20; September-20; October-20; November-20; December-20,,,,,7500,7500
164216,,2121,Match,Non_Exact,25,25,91200,1005,5552,0,2734,5552,April-21; May-21; June-21; July-21; August-21,8/19/2021,,,7620,,7620
164217,,2124,Match,Non_Exact,25,25,81900,3001,4291,1000,2400,5291,November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,8/18/2021,1500,0,5554,,7054
164218,,2128,Match,Non_Exact,25,25,82000,2002,700,0,1048,700,June-21; July-21; August-21; September-21; October-21,,,,2848,,2848
164219,,2126,Match,Non_Exact,25,25,102,2031,1504,430,5000,1934,May-21; June-21; July-21,8/6/2021,507.56,3226,,,3733.56
164220,,2128,Match,Non_Exact,25,25,90400,4003,10220,0,44000,10220,April-20; May-20; June-20; July-20; October-20; November-20; August-21; September-21; October-21; November-21; December-21,,,,15000,,15000
164221,,2130,Match,Non_Exact,25,25,100300,2001,15000,0,22000,15000,October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,7/27/2021,,15000,,,15000
164222,,2124,Match,Exact,25,25,100601,4003,0,0,1276,0,January-21; February-21; March-21; April-21; May-21; July-21; August-21; September-21; October-21; November-21; December-21,,,,,87.73,87.73
164223,,2121,Match,Non_Exact,25,25,100400,3002,16800,0,0,16800,July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,,,,15000,,15000
164225,,2116,Match,Non_Exact,25,25,101101,3009,11050,0,0,11050,March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21,,,2250,12750,,15000
164227,,2122,Match,Non_Exact,25,25,70201,1001,3054,2146.41,1442,5200.41,April-21; May-21; June-21; July-21,8/2/2021,1500,,3053,,4553
164230,,2124,Match,Non_Exact,25,25,91700,2003,4300,0,0,4300,June-21; July-21; August-21; September-21; October-21,8/2/2021,1500,,,8800,10300
164231,,2136,Match,Non_Exact,25,25,704,3002,16000,1200,2500,17200,January-21; February-21; March-21; April-21; May-21; June-21,7/27/2021,0,0,15000,,15000
164233,,2136,Tie,,,,140300,2007,2000,0,150,2000,June-21; July-21; August-21; September-21; October-21,7/9/2021,,3000,2000,,8000
164234,,2131,Match,Non_Exact,25,25,92000,2006,3200,0,399,3200,May-20; June-20; July-20; August-21,7/15/2021,,0,4948,,4948
164235,,2125,Match,Non_Exact,25,25,92000,1003,2685,0,2580,2685,May-21; June-21; July-21; August-21; September-21,7/5/2021,,0,7320,,7320
164236,,2120,Match,Non_Exact,25,25,92400,3007,8000,0,353,8000,February-21; March-21; April-21; May-21; June-21; July-21,7/9/2021,,,15000,,15000
164237,,2119,Match,Non_Exact,25,25,50700,2005,1900,0,2508,1900,21-Jun,7/5/2021,,5700,,,5700
164238,,2110,Match,Non_Exact,25,25,80801,2011,1168,0,3400,1168,June-21; July-21; August-21; September-21; October-21,7/19/2021,,3504,2336,,5840
164239,,2122,Match,Non_Exact,25,25,90600,1000,13000,8200,4281,21200,June-20; July-20; August-20; September-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; August-21; September-21,7/12/2021,1500,,13500,,16253
164241,,2136,Match,Non_Exact,25,25,30400,4007,2218,0,2800,2218,June-21; July-21; August-21; September-21; October-21,7/5/2021,800,3312,2208,,8416
164242,,2128,Match,Non_Exact,25,25,92000,1007,0,7380,0,7380,21-Jun,7/5/2021,870.16,,7650,,8520.16
164243,,2129,Match,Non_Exact,25,25,140300,2008,3900,0,3000,3900,April-21; May-21; June-21; July-21; August-21; September-21,9/1/2021,,,7800,,11700
164244,,2122,Match,Non_Exact,25,25,50200,1001,1780,0,2160,1780,May-21; June-21; July-21; August-21; September-21,7/5/2021,,,8560,,8560
164245,,2121,Match,Non_Exact,25,25,110401,1004,2450,2602.02,2400,5052.02,May-21; June-21; July-21; August-21; September-21,7/6/2021,,0,6125,,6125
164246,,2136,Match,Non_Exact,25,25,40200,2011,8875,0,3400,8875,June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,6/16/2021,,13300,,,13300
164247,,2121,Match,Non_Exact,25,25,140400,6001,0,0,3024,0,June-21; July-21; August-21,6/14/2021,,4950,0,,4950
164248,,2128,Match,Non_Exact,25,25,91900,2003,6500,1150,2920,7650,September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,6/9/2021,,0,7348,,7348
164249,,2128,Match,Non_Exact,25,25,91300,2006,3627,0,2000,3627,February-21; March-21; April-21; May-21; June-21,6/16/2021,559.31,0,5887,,6446.31
164250,,2132,No_Match,,,,130404,1002,5040,0,2314,5040,March-21; April-21; May-21; June-21; July-21,7/5/2021,,,9240,,9240
164251,,2128,No_Match,,,,50300,3003,1838,0,800,1838,October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,,,,2828,,2828
164252,,2128,Match,Non_Exact,25,25,92000,2001,1367,234.02,1300,1601.02,March-20; April-20; May-20; June-20; July-20; August-20,7/9/2021,183.74,,913,,1615.1
164253,,2119,Match,Non_Exact,25,25,50200,4001,6660,0,804,6660,November-20; December-20; January-21; February-21; March-21; April-21; May-21,7/5/2021,,,9500,,9500
164254,,2125,Match,Non_Exact,25,25,51101,2003,1500,1400,0,2900,May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,7/5/2021,1437.31,,4500,,11937.31
164255,,2119,Match,Non_Exact,25,25,91800,2001,36000,0,2064,36000,May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,7/9/2021,,,15000,,15000
164256,,2122,Match,Non_Exact,25,25,81302,2010,1975,701,0,2676,May-21; June-21; July-21; August-21,6/14/2021,,5925,3950,,9875
164258,,2136,Match,Non_Exact,25,25,20301,1005,39000,2400,6000,41400,March-20; April-20; May-20; June-20; July-20; August-20,5/30/2021,0,,15000,,15000
164259,,2129,Match,Non_Exact,25,25,92000,1008,7489,1240.73,2468,8729.73,October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,6/16/2021,1406.98,,10879,,12285.98
164260,,2119,Match,Non_Exact,25,25,61204,1018,7341,250,4600,7591,April-21; May-21; June-21; July-21; August-21,5/24/2021,,,15000,,15000
164261,,2119,Match,Exact,25,25,80300,2000,600,811.1,10000,1411.1,May-21; June-21; July-21; August-21,5/28/2021,153.95,0,4320,,4473.95
164263,,2128,Match,Non_Exact,25,25,61204,1018,3366,0,3268,3366,April-21; May-21; June-21; July-21; August-21,5/28/2021,,,8423,,8423
164264,,2119,Match,Exact,25,25,80401,1024,1262,0,4260,1262,21-May,5/21/2021,,0,1262,,1262
164265,,2130,Match,Non_Exact,25,25,81500,2000,3000,0,1024,3000,April-21; May-21; June-21; July-21; August-21,7/16/2021,,15000,,,15000
164266,,2124,Match,Non_Exact,25,25,81700,5002,5168,0,800,5168,April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,7/12/2021,0,0,6347,,6347
164267,,2125,Match,Non_Exact,25,25,51200,2002,4000,0,500,4000,June-20; July-20; August-20; September-20; October-20; November-20; December-20,7/6/2021,,,15000,,15000
164268,,2119,Match,Non_Exact,25,25,100500,4002,2125,3223.22,3772,5348.22,May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/28/2021,,6375,1050,,7425
164269,,2119,Match,Non_Exact,25,25,91200,1007,1540,0,2200,1540,June-21; July-21; August-21,5/28/2021,381.01,4620,0,,5001.01
164271,,2122,Match,Non_Exact,25,25,81001,4000,11024,2217.63,3200,13241.63,November-20; December-20; January-21; February-21; March-21; April-21; May-21,6/9/2021,1500,,15000,,16500
164272,,2115,No_Match,,,,10204,3002,0,0,3600,0,May-21; June-21; July-21; August-21; September-21,6/4/2021,,0,3375,,6750
164273,,2132,No_Match,,,,130402,4021,5075,0,1500,5075,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/28/2021,,,10500,,10500
164274,,2128,Match,Non_Exact,25,25,100700,4005,0,270,2800,270,June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/25/2021,,4500,,,4500
164275,,2111,Match,Non_Exact,25,25,102,2010,0,458,2500,458,June-21; July-21,6/9/2021,,4476,0,,4476
164276,,2128,Tie,,,,50600,2007,4800,0,975,4800,March-21; April-21; May-21,6/3/2021,,4800,6400,,15000
164277,,2119,Match,Non_Exact,25,25,60604,1010,1318,276.95,2500,1594.95,April-21; May-21; June-21; July-21; August-21,6/4/2021,363.6,4054,449,,4866.6
164280,,2136,Match,Non_Exact,25,25,50200,1006,8000,745,0,8745,August-20; September-20; October-20; November-20; December-20,5/19/2021,850.5,,8000,,8850.5
164282,,2122,Match,Non_Exact,25,25,120301,2004,1318,3039.99,1500,4357.99,July-21; August-21; September-21; October-21; November-21; December-21,6/16/2021,1356.9,3954,,,9264.9
164283,,2131,Match,Non_Exact,25,25,100800,6012,2800,0,4400,2800,21-Jun,7/20/2021,0,,11200,,11200
164284,,2125,Match,Non_Exact,25,25,92101,2007,0,0,1928,0,May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,6/2/2021,,3600,0,,3600
164285,,2119,Match,Non_Exact,25,25,110301,1010,0,5014.49,1980,5014.49,June-21; July-21; August-21; September-21,7/6/2021,1500,,326,,1826
164286,,2126,Match,Non_Exact,25,25,90400,1000,1025,0,1380,1025,April-21; June-21; July-21; August-21,5/28/2021,,,7915,,7915
164287,,2134,Match,Non_Exact,25,25,81800,1000,2000,0,2000,2000,February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/28/2021,,,7000,,7000
164288,,2120,Match,Non_Exact,25,25,101102,2001,3138,500,3776,3638,21-Jul,7/5/2021,,2318,,,2318
164289,,2128,Match,Non_Exact,25,25,101001,4004,2100,0,3813,2100,21-Apr,5/26/2021,,0,2100,,2100
164290,,2134,No_Match,,,,101,2002,3000,825,2800,3825,April-20; May-20; August-20; November-20; December-20; January-21; February-21; March-21,7/13/2021,,2100,5100,,9300
164291,,2215,Match,Non_Exact,25,25,80500,1006,275,638,502,913,May-20; June-20; July-20,5/28/2021,711.51,,,,2000
164292,,2121,Match,Exact,25,25,90100,1007,1670,0,5000,1670,April-21; May-21,7/5/2021,,0,6668,,6668
164293,,2128,Match,Non_Exact,25,25,10205,4001,0,0,4037,0,May-20; June-20; July-20; August-20; September-20; October-20,6/28/2021,,8526,,,8526
164294,,2119,Match,Non_Exact,25,25,90100,5002,550,0,1300,550,May-21; June-21; July-21; August-21; September-21,6/22/2021,,0,2750,,2750
164295,,2122,Match,Non_Exact,25,25,70104,1015,5400,500,4000,5900,June-21; July-21; August-21; September-21; November-21,7/14/2021,196.88,,13500,,13696.88
164296,,2121,Tie,,,,90100,1001,1635,1200,3360,2835,April-21; May-21; June-21; July-21; August-21,5/19/2021,,0,5112,,5112
164297,,2127,Match,Non_Exact,25,25,51200,3002,0,0,3000,0,21-Jun,5/12/2021,,6300,,,6300
164298,,2130,Match,Non_Exact,25,25,81800,3001,1633,0,2880,1633,June-21; July-21; August-21,5/14/2021,,4899,,,4899
164299,,2125,Match,Non_Exact,25,25,120301,1006,2850,415.61,600,3265.61,March-21; April-21; May-21,6/3/2021,121.5,3266,3265.61,,6653.11
164300,,2111,Match,Non_Exact,25,25,91300,1009,0,0,3068,0,May-21; June-21; July-21; August-21,5/5/2021,,,12000,,12000
164301,,2115,Match,Non_Exact,25,25,120301,1008,0,60,1732,60,June-21; July-21; August-21,6/4/2021,46.33,3456,,,9478.53
164302,,2128,Match,Non_Exact,25,25,92101,1000,1400,0,2214,1400,April-21; May-21; June-21; July-21; August-21; September-21,6/14/2021,,4200,4200,,12600
164303,multiple possible matches across multiple zipcodes ,2122,Tie,,,,,,500,0,1800,500,May-21; June-21,6/9/2021,,4860,2120,,13460
164304,,2126,Match,Non_Exact,25,25,50600,1007,0,350,0,350,February-21; March-21; April-21; May-21; June-21,6/16/2021,,7200,0,,7200
164305,,2119,Match,Non_Exact,25,25,120400,5010,2550,0,850,2550,June-21; July-21; August-21,5/12/2021,,2550,,,2550
164306,,2130,Match,Non_Exact,25,25,100601,4001,1970,0,794,1970,21-May,5/14/2021,,,1970,,1970
164307,,2125,Match,Non_Exact,25,25,101102,4006,15204,0,2044,15204,October-20; November-20; December-20; January-21; February-21; March-21; April-21; June-21,6/16/2021,,,15000,,15000
164308,,2119,Match,Non_Exact,25,25,81101,2000,1044,613.54,2600,1657.54,May-21; June-21; July-21,5/28/2021,,3375,1043,,4418
164309,,2134,Match,Non_Exact,25,25,80100,1043,1400,242,0,1642,May-21; June-21; July-21; August-21,5/28/2021,314.64,4200,1400,,10114.64
164310,,2132,Match,Non_Exact,25,25,71101,4000,6234,0,5918,6234,February-21; March-21; April-21; May-21,7/16/2021,,,10321,,10321
164311,,2119,Match,Non_Exact,25,25,704,4001,2723,0,2136,2723,March-21; April-21,5/10/2021,,,7540,,7540
164312,,2126,Match,Non_Exact,25,25,130404,1002,3475,0,199,3475,March-21; April-21; May-21; June-21; July-21; August-21; September-21,6/16/2021,,,12150,,12150
164313,,2108,Match,Non_Exact,25,25,81800,3000,4700,3918.52,0,8618.52,April-21; May-21; June-21; July-21; August-21,6/16/2021,1500,,13000,,14500
164314,,2108,Tie,,,,30302,1046,1850,28,0,1878,April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,6/14/2021,24.13,5550,,,5574.13
164315,,2118,Match,Non_Exact,25,25,91500,2001,1800,0,200,1800,March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,6/9/2021,,5400,0,,12600
164316,,2136,Match,Non_Exact,25,25,80100,2003,6400,900,2740,7300,January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,6/14/2021,,,12800,,12800
164317,,2215,Match,Non_Exact,25,25,701,2004,3300,0,0,3300,May-21; June-21; July-21; August-21; September-21; November-21,7/9/2021,0,4400,2200,,6600
164318,,2128,Match,Non_Exact,25,25,140201,1006,6500,1315.95,0,7815.95,December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,6/16/2021,,,12974,,12974
164319,,2125,Match,Non_Exact,25,25,10204,2006,1318,0,3648,1318,August-21; September-21; October-21,7/12/2021,0,3954,0,,3954
164320,,2118,Match,Non_Exact,25,25,50200,1000,0,0,3520,0,June-21; July-21; August-21; September-21,6/1/2021,,1,,,5191
164321,,2119,Match,Non_Exact,25,25,90700,4012,12000,0,1700,12000,February-21; March-21; April-21,7/5/2021,,,8125.16,,8125.16
164323,,2215,No_Match,,,,10205,3002,0,203,2268,203,April-21; May-21; June-21; July-21; August-21,5/10/2021,,0,4750,,4750
164324,,2125,Match,Non_Exact,25,25,506,2004,0,0,4936,0,May-21; June-21; July-21; August-21,5/7/2021,,0,6380,,6380
164325,,2119,Match,Non_Exact,25,25,100200,3010,0,966,1900,966,June-21; July-21; August-21,5/18/2021,134.34,,5850,,11834.34
164326,,2210,Match,Non_Exact,25,25,40100,2015,0,0,3800,0,April-21; June-21; July-21; August-21,5/11/2021,,,9000,,9000
164327,,2130,Match,Non_Exact,25,25,100200,2002,1272,17510,1500,18782,April-20; May-20,7/1/2021,1500,,3388.49,,4888.49
164329,,2130,No_Match,,,,120600,1001,0,0,800,0,August-21; September-21; October-21,7/14/2021,0,4200,0,,4200
164330,,2136,Match,Non_Exact,25,25,110501,2010,0,440,2200,440,June-21; July-21; August-21; September-21; October-21; November-21,6/3/2021,,2700,0,,5400
164331,,2111,Tie,,,,70202,1000,0,0,660,0,May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/13/2021,,3207,1069,,8552
164332,,2128,Match,Non_Exact,25,25,140300,1006,1400,0,195,1400,March-21; April-21,7/7/2021,,0,5600,,5600
